feature,importance
previous_NAME_CASH_LOAN_PURPOSE_Purchase of electronic equipment_count_norm,0.1
previous_NAME_CASH_LOAN_PURPOSE_Refusal to name the goal_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Refusal to name the goal_count_norm,0.0
previous_NAME_CASH_LOAN_PURPOSE_Repairs_count,0.4
previous_NAME_CASH_LOAN_PURPOSE_Repairs_count_norm,2.1
previous_NAME_CASH_LOAN_PURPOSE_Urgent needs_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Urgent needs_count_norm,1.3
previous_NAME_CASH_LOAN_PURPOSE_Wedding / gift / holiday_count,0.1
previous_NAME_CASH_LOAN_PURPOSE_Wedding / gift / holiday_count_norm,0.0
previous_NAME_CASH_LOAN_PURPOSE_XAP_count,2.3
previous_NAME_CASH_LOAN_PURPOSE_XNA_count_norm,10.899999999999999
previous_NAME_CONTRACT_STATUS_Approved_count_norm,17.6
previous_NAME_CONTRACT_STATUS_Canceled_count,1.4000000000000004
previous_NAME_CONTRACT_STATUS_Canceled_count_norm,10.5
previous_NAME_CONTRACT_STATUS_Refused_count,1.7000000000000002
previous_NAME_CONTRACT_STATUS_Refused_count_norm,41.9
previous_NAME_CONTRACT_STATUS_Unused offer_count,1.5000000000000002
previous_NAME_CONTRACT_STATUS_Unused offer_count_norm,4.1000000000000005
previous_NAME_PAYMENT_TYPE_Cash through the bank_count,2.4000000000000004
previous_NAME_PAYMENT_TYPE_Cash through the bank_count_norm,17.0
previous_NAME_PAYMENT_TYPE_Cashless from the account of the employer_count,0.0
previous_NAME_PAYMENT_TYPE_Cashless from the account of the employer_count_norm,0.0
previous_NAME_PAYMENT_TYPE_Non-cash from your account_count,0.30000000000000004
previous_NAME_PAYMENT_TYPE_Non-cash from your account_count_norm,1.6
previous_NAME_PAYMENT_TYPE_XNA_count,2.2
previous_CODE_REJECT_REASON_HC_count,1.5000000000000002
previous_CODE_REJECT_REASON_HC_count_norm,13.100000000000001
previous_CODE_REJECT_REASON_LIMIT_count,0.5
previous_CODE_REJECT_REASON_LIMIT_count_norm,6.100000000000001
previous_CODE_REJECT_REASON_SCO_count,1.8000000000000003
previous_CODE_REJECT_REASON_SCO_count_norm,10.7
previous_CODE_REJECT_REASON_SCOFR_count,0.30000000000000004
previous_CODE_REJECT_REASON_SCOFR_count_norm,3.8999999999999995
previous_CODE_REJECT_REASON_SYSTEM_count,0.0
previous_CODE_REJECT_REASON_SYSTEM_count_norm,0.0
previous_CODE_REJECT_REASON_VERIF_count,0.3
previous_CODE_REJECT_REASON_VERIF_count_norm,0.7
previous_CODE_REJECT_REASON_XAP_count_norm,19.300000000000004
previous_CODE_REJECT_REASON_XNA_count,0.0
previous_CODE_REJECT_REASON_XNA_count_norm,1.7000000000000002
